UID,Comments,Order,Len,Spaces,Index
12724804,"Great staff, good ambience, relaxed buying experience",18529,53,6,8.833333333
12724988,I like the dress quality...thank you! :),18540,40,6,6.666666667
12725605,New collections and sales were nice !,18546,37,6,6.166666667
12725633,Please get more of business suit collection,18565,43,6,7.166666667
12725700,It was nice to visit ur outlet,18569,30,6,5
12726231,No comments. All is good.keep it up ,18604,36,6,6
12727030,I need more patterns in dotted shirts,18640,37,6,6.166666667
12727074,Need more Colours in plain Lenin shirts,18643,39,6,6.5
12728745,Give more discounts on lesser prices :),18688,39,6,6.5
12732767,Great and satisfying experience. May God bless!,18729,47,6,7.833333333
12731730,It was a good experience.Apuanza was great,18737,42,6,7
12729810,Your sales girls are a little pushy.,18740,36,6,6
12730021,More ladies collection for blazer is required ,18747,46,6,7.666666667
12730951,The Blazers should have more nude colors,18787,40,6,6.666666667
12731627,Need to have more regular fit range,18828,35,6,5.833333333
12731827,Thank you need to improve stocks collection,18838,43,6,7.166666667
12732316,I m glad to visit Allen solly,18858,29,6,4.833333333
12733159,Pleasant and nice staff. Quite nice experience.,18887,47,6,7.833333333
12733653,Nice collection..... Products r worth d money....,18905,49,6,8.166666667
12733840,It was gr8 deal wth Allen z ,18908,28,6,4.666666667
12734416,Thank you so much for kind welcome,18931,34,6,5.666666667
12735623,Couldn't find good casual  blazer outdoor wear,18938,46,6,7.666666667
12734611,Lesser prices better varieties and good quality ,18939,48,6,8
12734698,Nice staff service provide by sangeeta Singh,18944,44,6,7.333333333
12735815,Like to have options for kids wear,18983,34,6,5.666666667
12736162,Great service by Uttam keep it up,18999,33,6,5.5
12736413,Roshan was very helpful. Very Good experience ,19009,46,6,7.666666667
12736505,I would love to see more variety,19016,32,6,5.333333333
12736768,Ilike to recommend my freinds  harbans singh,19030,44,6,7.333333333
12736872,Very happy with the staff member tabassum ,19040,42,6,7
12736916,I need an xl size trench coat,19042,29,6,4.833333333
12737077,Should be some more discount in Diwali ,19051,39,6,6.5
12738545,Should have more option in formal trouser.,19117,42,6,7
12739972,They don't have white trouser for me,19184,36,6,6
12740228,The ambience and collection is simply awesome,19193,45,6,7.5
12740332,Have to add more collection of shirts,19198,37,6,6.166666667
12740336,More option for 13-14 yrs of boys,19201,33,6,5.5
12740722,Tabassum served me in best possible way,19216,39,6,6.5
12740796,Just start keeping more variety of shoes,19219,40,6,6.666666667
12741193,Very helpful. Thanks for your help Amandeep,19235,43,6,7.166666667
12742355,Variety of sports jackets could be enhanced,19280,43,6,7.166666667
12742270,Need more option in full sleves tshirt.,19299,39,6,6.5
12742273,Plz get more variety in plus sizes,19300,34,6,5.666666667
12742610,Need more collection for celebration type Blazers,19318,49,6,8.166666667
12743260,Good collection you have in girls top,19333,37,6,6.166666667
12743827,Get more and more collection for kids,19356,37,6,6.166666667
12744494,Please keep the clothes in various sizes.,19375,41,6,6.833333333
12745173,Do call me I'll tell the feedback,19392,33,6,5.5
12759232,Put your price down???????????????????????????? you r ???,19393,57,6,9.5
12744758,Light colour tshirts with collar and pocket..,19399,45,6,7.5
12744792,Make more trendy models for men's shirt ,19400,40,6,6.666666667
12745202,I really happy to the staff service ,19416,36,6,6
12745255,Please keep some variety for formals also.,19426,42,6,7
12755182,Very cooperative support by Aarti?Enjoyed shopping .:-),19473,55,6,9.166666667
12746469,Keep zig-zag print shirt in white color,19483,39,6,6.5
12747271,I like the gifts and the event ,19512,31,6,5.166666667
12747408,Variety in Leather jackets specially in black,19520,45,6,7.5
12747445,Women's wear variety should be more enhanced,19522,44,6,7.333333333
12747518,Pls make available more options in shirts...thanks..,19528,52,6,8.666666667
12747844,More variety in waist coats and blazers,19541,39,6,6.5
12747910,No new arrivals when came the store,19545,35,6,5.833333333
12748511,More Chinese collar printed shirts are required,19554,47,6,7.833333333
12749459,Satisfied with the quality of the product!,19602,42,6,7
12749857,Very good keep it up nice collection,19623,36,6,6
12749863,Would like to see velvet Nehru collars,19624,38,6,6.333333333
12750575,Need more collection n in less range,19657,36,6,6
12751193,Nice work by all staff.fully satisfied :),19680,41,6,6.833333333
12751453,Trial room does not have a door.,19696,32,6,5.333333333
12761921,Good collection of formal shirts and pants,19697,42,6,7
12751868,Please make ur price range in budget,19719,36,6,6
12751923,We got some good selection from here.,19728,37,6,6.166666667
12753249,White shirt was good but more variety,19779,37,6,6.166666667
12753261,Dipti is v good in service staf,19780,31,6,5.166666667
12753571,Let's bring more product of ur brand,19791,36,6,6
12753607,Very good Wimbledon trouser! Need more colours,19794,46,6,7.666666667
12754287,I want 44 size shirt more color,19819,31,6,5.166666667
12755045,Nice linen shirts. I like very much,19861,35,6,5.833333333
12756019,Should be more collection in winter wear.,19891,41,6,6.833333333
12758056,I request you to send foot wear,19913,31,6,5.166666667
12757209,Please keep some sweatshirt with hud thanks ,19937,44,6,7.333333333
12757791,Kindly inform me as season discount comes.,19962,42,6,7
12759129,Very good service very much supportive staff...,20005,47,6,7.833333333
12761257,Product not available according to my need.,20084,43,6,7.166666667
12761275,Looking more option in women's jacket ??,20085,40,6,6.666666667
12761635,Please keep us updated about the offers,20100,39,6,6.5
12761869,Keep more collection in mans short thnkew...:),20110,46,6,7.666666667
12762080,Warm staff. Good service. Keep it up.,20119,37,6,6.166666667
12762504,Great collection n neat display of products ,20141,44,6,7.333333333
12763153,Had a good experience in the store ,20145,35,6,5.833333333
12763436,Keep updating new stuff with reasonable price,20189,45,6,7.5
12763474,There s no xxl sizes in blazers ,20191,32,6,5.333333333
12764025,Wanted more options n sizes to select,20223,37,6,6.166666667
12768366,Given a Good service by female staff ,20287,37,6,6.166666667
12766051,We want more option in formal shirts,20304,36,6,6
12766128,Hey it was nice shopping here :),20307,32,6,5.333333333
12766515,"Great products, great service. Keep it up!",20332,42,6,7
12766550,Keep more variety in round neck tshirt ,20333,39,6,6.5
12768415,Please give 40 size in all products ,20335,36,6,6
12767067,The staff service was best and excellent.,20354,41,6,6.833333333
12767412,Gd staff but siz is no ther,20373,27,6,4.5
12767683,"Thank you, I want discount next time",20391,36,6,6
12767810,Keep all normal sizes and ranges available,20397,42,6,7
12767936,You should increase variety in office wear,20404,42,6,7
12769196,Plz get more designs in casual shirts..,20454,39,6,6.5
12769443,There s no blazer in xl sizes,20464,29,6,4.833333333
12769959,Change u r collectio & different design,20495,39,6,6.5
12770442,No size please keep 40 42 size,20513,30,6,5
12771033,"Looking for party wear blazer,shirt,need more collection",20550,56,6,9.333333333
12771052,Discount on single items must be there,20553,38,6,6.333333333
12771262,Sales man Mr Sanjay was extremely helpful,20568,41,6,6.833333333
12772039,Need more colour options in women's chinos,20605,42,6,7
12772678,All sizes are not available at store,20613,36,6,6
12773793,Amazing... Love ur products n their quality,20657,43,6,7.166666667
12774592,Need more formal trouser in men wear,20658,36,6,6
12774571,Exellent service by  staff. Tinku fully satisfied ,20692,50,6,8.333333333
12775441,Give up the quality collections of products,20695,43,6,7.166666667
12775216,Great n awesome collection keep it up,20730,37,6,6.166666667
12775397,"Yeah, flexibility in skims. Thanks so much???",20738,45,6,7.5
12775591,I am looking for a women's formal,20746,33,6,5.5
12775662,Try to provide more range of collection,20748,39,6,6.5
12776103,Being a member we expect more discounts,20774,39,6,6.5
12776155,It was fun to shop in AS,20781,24,6,4
12776214,Good experience. But still need to improve.,20786,43,6,7.166666667
12776530,Please keep more box for gif wrapping ,20800,38,6,6.333333333
12776658,Need to provide offers to get attraction,20805,40,6,6.666666667
12778099,Had pleasure shopping at Allen Solly Thane,20873,42,6,7
12778338,We need more collection for men wears.,20892,38,6,6.333333333
12778350,It's always great to shop over here....,20893,39,6,6.5
12778740,No sizes of trousers selected were available,20911,44,6,7.333333333
12778851,Want more collections in regular fit pants.,20917,43,6,7.166666667
12779674,Should have better options in printed shirt,20952,43,6,7.166666667
12780511,I like the product of Allen solely,20970,34,6,5.666666667
12780595,Like to see more party ware shirts......,20974,40,6,6.666666667
12780990,Great staff- sonali was helpful.. Mili too,20980,42,6,7
12781162,Excellence explanation by Nempal for suitable outfit,20991,52,6,8.666666667
12782165,Keep quality high to feel customer expectations ,21031,48,6,8
12784145,Collection is good but need more tishirts,21080,41,6,6.833333333
12783695,Great quality and worth for the money,21082,37,6,6.166666667
12783708,Plz make available of 38 size also.,21083,35,6,5.833333333
12783963,Very good staff u have thanks christy,21096,37,6,6.166666667
12784909,Plz have more varieties of office shirts,21152,40,6,6.666666667
12784966,Good staff need more collections in suits,21157,41,6,6.833333333
12785278,The premium range needs to be refurbished,21171,41,6,6.833333333
12785568,Need more option in tops and shorts,21179,35,6,5.833333333
12786380,You must look for separate try room,21209,35,6,5.833333333
12786457,Kindly organise pre sale for the members,21210,40,6,6.666666667
12786829,Your clothes are very posh and stylish,21228,38,6,6.333333333
12787070,Your staff is experienced and very friendly. ,21242,45,6,7.5
12787551,"Enjoyed the experience, staff made it pleasant",21264,46,6,7.666666667
12787762,Please have stock of 5 pocket shorts,21276,36,6,6
12799338,Excellent variety but not various colours available,21284,51,6,8.5
12788436,Please do keep more options on shirts,21293,37,6,6.166666667
12789740,The product launched should be better tested,21361,44,6,7.333333333
12790093,Some new models in big size also,21371,32,6,5.333333333
12790129,One of the best shop and services,21373,33,6,5.5
12790396,Please make the shoes sizes 10 also ,21388,36,6,6
12790685,There should be belt available for kids.,21396,40,6,6.666666667
12790992,Staff is cooperative and tell many things,21406,41,6,6.833333333
12791527,"For God,s sake let me go home..",21434,31,6,5.166666667
12792243,Not seen much options in 40 size,21452,32,6,5.333333333
12792642,More options on women's tops (blouses) needed,21469,45,6,7.5
12793880,Please continue offer till December that's good,21503,47,6,7.833333333
12793626,More varieties of linen shirts and pants ,21507,41,6,6.833333333
12794023,Wish that more smaller sizes are avail,21528,38,6,6.333333333
12794453,Want shirts in 46 or 48 size,21543,28,6,4.666666667
12794574,Plz make more variety printed shirts also.,21547,42,6,7
12795755,Very good stock nice staff your manager ,21595,40,6,6.666666667
12796789,Full sleeve wooden t shirt not available ,21625,41,6,6.833333333
12796925,Need to have more stock on xxl ,21631,31,6,5.166666667
12797340,Inform me regarding hoodies and custom shirts,21650,45,6,7.5
12797376,Tanks u service ... All are good,21654,32,6,5.333333333
